13.6,0.94,1,31.69620253,41.52768512,30.36978757,12.49016522,51.31785995,50,5.42972386,0
7.3,1.07,1,37.12245269,47.86644951,38.30821184,11.96771271,40.21909233,25,4.711246201,1
7.9,0.9,0,27.85942492,40.56741737,28.09052872,19.60821605,39.44465576,0,4.021937843,1
8.3,0.83,1,36.11111111,16.06328627,31.35873739,6.630829118,2.272065249,3.389830508,2.253257393,0
5.5,0.93,0,26.98738633,22.62357414,28.64137087,24.1126071,2.570379437,0,6.039755352,0
12.4,0.84,1,31.05060506,57.66793409,24.81888919,21.62597263,4.132009659,14.28571429,6.29877369,1
8.4,0.62,0,27.87979967,21.6398547,18.37995538,6.778788399,2.745838339,28.57142857,2.7605245,1
10.5,1.14,1,37.9593383,38.50837139,35.64289344,10.29984754,0.304929697,40,5.650857719,0
10,0.82,0,41.44007137,41.21143607,41.35781383,5.057216055,5.847993168,16.49484536,6.610692191,0
18.5,0.72,1,29.82352941,15.98746082,23.29896907,20.20618557,0.412371134,0,3.830369357,0
7.7,1.11,1,30.83723157,23.91805378,33.46743777,10.83731456,9.228061353,5.555555556,4.848719938,0
10.1,0.55,0,37.24577309,43.25181159,51.0007278,6.14992722,1.328238719,14.28571429,5.947888589,1
4.8,0.81,0,23.80952381,44.50402145,14.08450704,32.79678068,0,0,5.449591281,0
11.5,0.79,1,28.3551886,35.32560214,34.80702471,10.42474985,83.5613641,33.33333333,5.143229167,1
4.7,0.88,0,33.68539869,31.94643711,30.81280788,11.87192118,0.911330049,22.22222222,5.083713851,0
3,0.53,1,28.86699507,27.84090909,13.41991342,32.03463203,0,100,2.222222222,0
15.9,1.12,1,34.26631951,41.45484045,33.21067157,10.38025146,0.383318001,33.33333333,9.214501511,1
7.7,0.7,1,33.6046542,31.52818991,33.91565443,14.1940767,3.412037669,0,2.641712558,0
10.5,1.16,1,47.419182,64.03785489,49.16951081,4.960182025,0,40,3.544303797,0
12.4,1.3,1,24.05524034,29.84637893,30.05640612,11.361805,2.135374698,42.85714286,6.511627907,1
5.8,0.94,1,31.47727273,27.16115261,22.35741445,7.097591888,4.385297845,20,1.960534691,0
9.3,1.04,1,32.37369506,39.59994202,33.65808036,11.6246444,40.21277425,12.12121212,3.206073113,0
10.4,0.94,1,24.11742376,25.45317221,30.34324943,17.02517162,0.091533181,50,6.500235516,0
8,0.58,1,25.0451097,26.8138631,16.88953919,3.404208031,26.01681731,19.64285714,3.615668804,0
10.9,0.53,1,34.61541353,31.04201681,29.22069678,8.003409565,23.56952429,4.166666667,5.534878564,1
9,1.13,0,34.06347016,25.93068036,32.53802565,8.768267223,0,75,8.373435996,0
7,0.85,1,27.93690862,26.02503477,26.68649974,10.20025893,27.66713495,5.333333333,3.015392614,0
4.5,0.26,0,21.48584744,20.02479851,8.692528736,2.715517241,1.364942529,10,0.518422514,0
6,0.71,0,29.71782482,24.86379396,22.9556387,11.73169428,23.24959914,4.545454545,0.834165541,1
17.8,1.02,1,16.015625,23.12734082,27.97546012,16.25766871,0.920245399,20,6.936866719,0
11.6,0.83,1,31.37742053,39.39570017,37.7806563,10.5497985,20.00575705,14.28571429,5.291790307,1
11.8,1.25,1,26.47768396,47.88189987,39.6875,13.625,57.6875,75,10.0591716,0
4.9,0.67,1,28.59251969,32.3024055,31.56862745,25.88235294,0.392156863,0,5.306122449,0
14.1,1.01,1,22.64099783,17.88732394,24.35897436,13.4122288,0,100,5.635062612,0
7.8,0.84,0,27.2774238,33.63754889,37.19711853,16.04453176,0.589390963,0,4.084507042,0
11.3,1.04,1,36.6010742,22.67369297,32.54410754,7.981364088,3.643168105,4,4.688482004,0
9.3,1.17,1,26.19800535,27.85344331,24.62296091,11.55227249,6.268595465,34.7826087,3.570859238,1
9.2,0.85,1,31.53736767,24.23993426,33.38793339,8.763308763,1.692601693,0,5.694177863,0
8.6,1.05,0,29.99712809,45.81373471,28.4398388,13.35636154,10.47783535,0,3.675213675,1
7.6,1.09,1,26.15768419,19.54471087,27.94033315,12.30543419,32.5423266,8.955223881,3.42807777,0
10.7,1.02,0,34.86050056,27.40711345,38.31511496,5.156897851,27.77751602,22.91666667,6.682842989,1
8.3,0.84,0,31.33632287,29.44915254,29.87326494,15.63065782,1.991550996,20,4.561653599,1
11.7,0.87,1,34.08014339,35.89378853,33.82804504,6.550665302,3.428863869,16.66666667,5.751633987,1
10.7,0.84,1,32.86917655,30.33929511,38.69708796,6.14229961,28.85019514,18.18181818,8.190384151,1
9.8,1.15,1,39.8903195,42.76190476,32.69798658,11.62416107,26.55033557,40,5.442522889,1
19.1,1.02,1,35.56969346,34.37175493,33.7236534,7.520166537,87.27556596,0,9.423076923,0
13.1,1.3,1,28.41206858,22.13438735,32.64913406,10.28437032,0.748342955,20,5.438066465,0
12.9,0.77,1,27.31707317,58.97435897,24.13793103,1.379310345,0,0,3.623188406,1
14,0.63,1,24.85898743,20.27863777,18.16176471,15.625,1.25,0,4.344288968,1
8.5,1.41,0,32.70761069,46.58590308,21.10754414,14.12520064,36.7576244,50,3.95480226,1
8.1,0.96,0,31.34739493,50.77996716,23.8011988,18.08191808,35.71428571,44.44444444,3.217368559,1
11.9,0.9,1,27.41838574,37.11122826,40.68027211,12.57142857,61.95918367,66.66666667,4.836895388,1
7.7,0.81,0,33.90840652,27.04761905,46.06741573,6.026557712,0,50,5.201793722,1
9.6,1.11,1,37.70885924,31.20138289,40.91866835,7.458912769,1.643489254,0,4.537687488,1
11.6,0.97,1,33.46671669,39.57707958,35.7450261,9.323409059,29.18724425,17.94871795,4.489600511,0
9.3,1.26,0,29.00223019,41.23215627,34.09015852,11.07166446,6.852708058,0,3.581526861,1
8.1,0.83,1,33.76509054,40.43416031,33.15993064,13.77884487,27.35760971,9.090909091,4.422461449,0
8.3,0.91,0,36.24302729,23.04725169,20.87139845,20.80112439,0.210822207,0,3.443201883,1
6.2,1,1,39.65417867,50.9,52.63819095,10.88777219,2.638190955,25,5.546995378,0
8.6,1.7,1,30.60626703,31.81533057,32.14189006,11.84673707,8.137015976,0,5.023770666,0
8.5,1.12,1,35.5562701,41.0566706,43.19879394,6.975947372,24.98458165,29.41176471,4.149232915,0
8,1,1,38.02676087,20.70943263,33.91220453,8.248914616,12.86541245,9.638554217,5.26578935,0
3.6,0.49,0,31.19627507,16.8,35.70469799,13.02013423,1.610738255,66.66666667,6.807511737,0
16,1.08,1,27.83032958,22.72965879,36.66026871,7.101727447,0.630655333,0,6.209739758,0
16.4,1.14,1,36.24794528,47.51978218,39.51724427,9.399488748,0.138289402,56.25,6.626098715,1
7.3,1.17,0,27.27435851,20.89041096,31.33528265,13.64522417,1.461988304,40,6.746370623,0
11.8,0.97,1,35.33939818,46.21409922,44.72754793,7.4419778,29.71745711,40,6.560449859,1
8.6,1.18,0,37.28246319,43.19809069,29.89949749,16.33165829,33.11557789,0,3.037205771,1
9.2,0.79,1,28.32140016,31.02577059,34.38596491,7.418546366,1.428571429,20,2.883156297,0
8.6,0.69,0,35.35578711,29.04136492,36.06382143,7.902224318,19.29104771,8.843537415,5.58772133,0
6.7,0.22,1,31.63841808,32.15031315,35.28748591,12.62683202,0,0,3.306613226,0
10.6,0.66,0,17.67841279,6.702412869,50.48449612,13.2751938,0,0,4.408969973,0
16.5,1.27,1,26.05444212,28.0781759,31.36049193,11.14527287,0.461183705,0,6.917164816,0
18.6,1.09,0,26.85930261,45.9764475,26.11428571,12.77142857,42.97142857,12.5,5.95510765,0
4.1,0.44,0,20.37282897,27.40941582,19.62968427,11.55208026,14.98229566,0,1.184095117,1
9.1,1.16,1,29.90213091,20.55688492,33.99150212,12.15946013,1.762059485,0,4.255546075,0
4.9,0.48,1,34.2776204,5.882352941,40.81632653,5.612244898,0,0,3.827751196,0
9.7,1.67,1,27.57563902,30.00910747,27.18037888,13.5169763,2.278759037,16.66666667,5.817040792,0
8,0.25,0,39.3258427,11.11111111,18.18181818,21.21212121,0,100,8.333333333,0
7.5,0.96,1,42.97979798,33.61796919,43.67426489,7.414625879,52.44470808,21.42857143,3.055839962,1
11.9,0.75,1,31.15269461,34.18270534,42.77162145,7.833397019,0.484014775,9.090909091,6.16526472,1
11.1,1.21,1,29.88373762,21.68262654,33.97856896,10.68095403,0.656757691,57.14285714,6.842672414,1
10.1,1.21,0,35.8611392,42.69819193,35.25625155,10.20054469,46.74424362,42.85714286,6.323835997,0
12.9,1.3,1,32.39957853,27.91671653,33.60523079,8.836667314,6.849226387,20,9.383966245,1
9.4,1.38,1,27.10259552,21.48594378,33.47338936,9.278711485,0.665266106,0,2.48773651,0
11.6,1.34,1,35.69150821,52.77389277,35.95370147,10.63419339,56.47455992,0,3.974261923,1
8.2,1.08,1,42.18717719,52.99880526,40.66445997,11.41350987,2.16991541,12.5,4.716661011,0
